worker_id,policy_id,zone,expected_income,actual_income,income_delta,delta_ratio,gps_offset_m,disruption_score,activity_score,claim_hour,is_duplicate,fraud_signals,is_fraud,population
9090,90904,south,103.51,42.92,60.6,0.5854,280.4,0.561,0.7932,19,0,0,0,legit
8453,84531,north,179.35,74.27,105.08,0.5859,220.4,0.9184,0.6832,9,0,0,0,legit
3033,30334,west,280.0,122.37,157.63,0.563,16.4,0.9072,0.6736,21,0,0,0,legit
2211,22113,west,211.84,114.85,96.98,0.4578,355.1,0.6476,0.7416,20,0,0,0,legit
9348,93481,east,280.0,270.55,9.45,0.0337,9769.8,0.2911,0.1188,3,0,4,1,fraud
8680,86803,west,135.83,93.67,42.16,0.3104,119.7,0.7069,0.7015,20,0,0,0,legit
5498,54982,west,145.28,134.45,10.83,0.0745,2749.2,0.2239,0.1216,6,0,2,1,fraud
2759,27593,east,112.72,43.17,69.55,0.617,0.0,0.4717,0.5548,22,0,0,0,legit
2410,24102,north,195.43,113.05,82.38,0.4215,441.7,0.7727,0.807,9,0,0,0,legit
4428,44283,north,139.37,78.78,60.59,0.4347,238.9,0.6318,0.9282,19,0,0,0,legit
4754,47541,south,144.63,30.12,114.51,0.7918,276.2,0.8167,0.8318,10,0,0,0,legit
6661,66614,north,153.01,49.58,103.42,0.6759,207.2,0.6585,0.6341,18,0,0,0,legit
6660,66603,north,227.63,133.36,94.27,0.4142,184.7,0.6617,0.8258,19,0,0,0,legit
8105,81052,central,186.39,60.45,125.94,0.6757,49.9,0.7657,0.6102,11,0,0,0,legit
5397,53974,north,147.12,137.97,9.15,0.0622,3448.7,0.0224,0.0375,5,0,2,1,fraud
7996,79961,south,280.0,60.01,219.99,0.7857,372.8,0.8726,0.7952,21,0,0,0,legit
4331,43312,west,225.02,90.5,134.53,0.5978,123.5,0.7159,0.8666,11,0,0,0,legit
5060,50601,south,104.32,38.89,65.44,0.6272,0.0,0.492,0.9268,22,0,0,0,legit
4112,41122,east,152.22,63.04,89.18,0.5859,169.0,0.67,0.8969,16,0,0,0,legit
4540,45404,east,229.75,81.68,148.07,0.6445,166.5,0.6906,0.8742,13,0,0,0,legit
5232,52322,central,216.92,146.68,70.24,0.3238,132.3,0.845,0.804,17,0,0,0,legit
1938,19382,north,133.84,126.57,7.27,0.0543,4750.7,0.4316,0.2004,6,0,0,0,fraud
6679,66791,south,178.22,83.22,94.99,0.533,191.8,0.8315,0.9047,10,0,0,0,legit
6806,68063,unknown,199.66,15.58,184.08,0.922,13490.2,0.2382,0.0681,9,0,4,1,fraud
2430,24302,north,193.32,100.03,93.29,0.4826,294.4,0.7402,0.5831,11,0,0,0,legit
8745,87453,west,280.0,262.31,17.69,0.0632,12313.1,0.1678,0.2111,1,0,3,1,fraud
5837,58373,central,149.0,63.59,85.41,0.5732,5.6,0.7689,0.7381,12,0,0,0,legit
1874,18744,central,158.02,68.24,89.78,0.5682,322.9,0.6035,0.8293,20,0,0,0,legit
8080,80804,north,191.18,92.83,98.36,0.5145,62.8,0.6851,0.7824,11,0,0,0,legit
9631,96313,north,149.66,134.78,14.87,0.0994,17096.0,0.3422,0.1233,18,0,2,1,fraud
9789,97892,central,259.87,117.68,142.19,0.5471,522.7,0.8401,0.656,20,0,0,0,legit
7365,73651,central,137.99,62.88,75.11,0.5443,235.1,0.8643,0.629,18,0,0,0,legit
1225,12251,central,280.0,64.63,215.37,0.7692,248.8,0.8227,0.9542,21,0,0,0,legit
7083,70833,north,182.57,110.76,71.81,0.3933,247.4,0.8608,0.9237,19,0,0,0,legit
6560,65603,north,135.66,132.78,2.89,0.0213,14197.5,0.1386,0.1071,6,0,4,1,fraud
9680,96802,central,249.11,82.63,166.48,0.6683,284.6,0.8153,0.6672,13,0,0,0,legit
9142,91421,east,178.48,98.89,79.59,0.4459,204.2,0.9342,0.8534,18,0,0,0,legit
2064,20641,west,241.68,89.02,152.65,0.6316,403.2,0.623,0.4919,8,0,0,0,legit
1263,12633,east,280.0,131.28,148.72,0.5312,489.6,0.8609,0.8428,21,0,0,0,legit
6168,61684,north,116.24,111.62,4.62,0.0397,5603.3,0.3947,0.2526,13,0,2,1,fraud
4827,48271,south,130.0,30.4,99.59,0.7661,0.0,0.7041,0.7796,13,0,0,0,legit
4877,48773,east,280.0,153.72,126.28,0.451,0.0,0.864,0.7389,18,0,0,0,legit
8615,86154,east,165.48,94.59,70.89,0.4284,73.5,0.7796,0.9379,14,0,0,0,legit
1531,15314,north,218.77,54.57,164.2,0.7506,181.5,0.9594,0.8592,23,0,0,0,legit
5564,55643,south,184.35,99.92,84.42,0.458,439.2,0.7488,0.757,12,0,0,0,legit
9820,98204,west,185.0,178.27,6.73,0.0364,2000.4,0.3332,0.2803,6,0,1,0,fraud
7284,72843,south,194.16,125.75,68.42,0.3524,224.0,0.7848,0.8581,20,0,0,0,legit
1226,12262,central,152.54,146.31,6.23,0.0408,19988.6,0.4612,0.0717,12,0,3,1,fraud
2969,29691,unknown,161.55,147.78,13.77,0.0852,17535.5,0.1457,0.0453,5,0,3,1,fraud
4539,45393,central,119.87,74.97,44.9,0.3746,25.8,0.8169,0.8578,10,0,0,0,legit
8703,87031,south,107.51,99.61,7.9,0.0735,5073.1,0.0858,0.0691,12,0,3,1,fraud
5528,55284,central,121.28,76.39,44.89,0.3702,0.0,0.6103,0.8594,9,0,0,0,legit
5236,52361,north,275.31,187.03,88.28,0.3207,0.0,0.6078,0.9555,10,0,0,0,legit
4396,43961,north,135.07,2.6,132.47,0.9808,9177.5,0.4463,0.1789,21,0,2,1,fraud
1422,14222,east,121.49,29.47,92.03,0.7575,0.0,0.4147,0.7947,18,0,0,0,legit
4392,43922,north,201.06,80.73,120.33,0.5985,0.0,0.6632,0.5831,19,0,0,0,legit
1278,12782,south,171.35,167.11,4.24,0.0247,12672.4,0.0346,0.0334,2,0,5,1,fraud
5024,50244,unknown,192.95,187.97,4.97,0.0258,3775.7,0.1232,0.35,21,0,2,1,fraud
7880,78804,south,188.33,8.58,179.75,0.9544,16000.0,0.2966,0.0171,2,0,4,1,fraud
5302,53021,east,80.0,39.73,40.27,0.5033,0.0,0.6254,0.2605,11,0,0,0,legit
5360,53601,north,219.77,45.53,174.24,0.7928,225.7,0.9732,0.8875,11,0,0,0,legit
1658,16584,north,104.89,23.33,81.56,0.7775,492.9,0.6717,0.4244,19,0,0,0,legit
4746,47463,east,204.54,55.93,148.62,0.7266,259.8,0.8543,0.6441,12,0,0,0,legit
7283,72832,unknown,163.32,6.3,157.02,0.9614,3334.5,0.3994,0.0345,3,0,3,1,fraud
5038,50384,east,100.57,59.05,41.52,0.4128,0.0,0.7914,0.8203,21,0,0,0,legit
5332,53323,east,81.57,55.37,26.21,0.3213,82.1,0.6509,0.5895,21,0,0,0,legit
1881,18812,central,185.9,126.13,59.77,0.3215,0.0,0.741,0.7552,12,0,0,0,legit
4678,46782,east,222.49,122.28,100.22,0.4504,290.7,0.5771,0.5097,20,0,0,0,legit
6058,60584,south,130.95,64.52,66.43,0.5073,230.1,0.5436,0.7524,13,0,0,0,legit
4860,48604,east,177.36,47.8,129.56,0.7305,0.0,0.7022,0.5137,19,0,0,0,legit
1445,14451,north,273.53,147.02,126.51,0.4625,0.0,0.7173,0.8366,10,0,0,0,legit
3927,39274,east,216.28,109.55,106.73,0.4935,362.7,0.9197,0.8814,22,0,0,0,legit
6946,69461,south,162.07,21.31,140.76,0.8685,13166.9,0.0668,0.1773,7,0,2,1,fraud
2408,24081,west,159.36,62.02,97.35,0.6109,0.0,0.5738,0.7608,13,0,0,0,legit
4810,48103,west,213.0,74.58,138.42,0.6499,0.0,0.7715,0.5973,18,0,0,0,legit
5167,51674,west,197.93,134.59,63.34,0.32,348.1,0.4568,0.8859,20,0,0,0,legit
1612,16124,east,165.42,77.28,88.13,0.5328,274.4,0.9395,0.8893,21,0,0,0,legit
7058,70583,west,172.82,104.19,68.63,0.3971,188.8,0.7771,0.9397,20,0,0,0,legit
4563,45631,central,271.69,71.44,200.25,0.7371,471.1,0.7003,0.6293,11,0,0,0,legit
1750,17504,south,151.23,98.84,52.4,0.3465,75.4,0.5704,0.9035,11,0,0,0,legit
5758,57584,central,158.21,33.83,124.38,0.7862,355.4,0.8663,0.8432,9,0,0,0,legit
4602,46022,central,139.36,35.45,103.91,0.7456,525.1,0.7995,0.8233,8,0,0,0,legit
7143,71432,east,188.75,130.51,58.24,0.3085,151.6,0.5518,0.7254,12,0,0,0,legit
7576,75763,west,128.09,58.11,69.98,0.5464,244.0,0.6401,0.8245,12,0,0,0,legit
2403,24033,north,188.6,124.51,64.1,0.3399,482.8,0.9264,0.8121,11,0,0,0,legit
5294,52941,west,82.18,77.22,4.97,0.0605,13393.0,0.2267,0.35,2,0,3,1,fraud
4079,40794,north,172.19,83.52,88.68,0.515,0.0,0.6873,0.6268,12,0,0,0,legit
6564,65641,central,118.36,69.37,48.99,0.4139,0.0,0.8297,0.9078,19,0,0,0,legit
2066,20664,central,123.7,81.01,42.68,0.3451,0.0,0.4683,0.5728,17,0,0,0,legit
9309,93091,east,143.75,68.48,75.28,0.5236,97.7,0.4881,0.7494,12,0,0,0,legit
2086,20861,south,142.41,61.4,81.01,0.5688,94.6,0.5732,0.701,19,0,0,0,legit
1204,12042,central,280.0,190.59,89.41,0.3193,211.1,0.828,0.8106,10,0,0,0,legit
1800,18002,central,220.43,139.35,81.08,0.3678,57.9,0.8127,0.752,14,0,0,0,legit
5935,59354,central,188.7,80.58,108.13,0.573,211.3,0.7389,0.6036,11,0,0,0,legit
3667,36672,north,171.65,93.15,78.5,0.4573,155.8,0.5371,0.6786,12,0,0,0,legit
6749,67494,south,162.46,1.3,161.16,0.992,18788.2,0.1504,0.1354,4,0,5,1,fraud
8841,88413,east,182.0,81.59,100.41,0.5517,129.4,0.6962,0.6372,21,0,0,0,legit
4086,40861,west,271.17,249.07,22.09,0.0815,16055.4,0.0515,0.071,1,0,4,1,fraud
3468,34682,west,185.63,117.16,68.47,0.3689,24.5,0.9851,0.715,12,0,0,0,legit
3263,32632,south,188.11,121.19,66.92,0.3558,125.3,0.8117,0.9126,17,0,0,0,legit
1659,16593,west,101.02,24.53,76.49,0.7572,195.0,0.6153,0.4615,19,0,0,0,legit
2493,24934,east,100.69,94.3,6.39,0.0635,15168.2,0.5,0.0886,1,0,3,1,fraud
4477,44773,south,139.96,134.28,5.68,0.0406,11785.9,0.2261,0.35,3,0,4,1,fraud
1220,12202,west,146.72,30.9,115.83,0.7894,0.0,0.7002,0.7728,21,0,0,0,legit
1004,10042,north,176.55,119.89,56.66,0.3209,313.0,0.864,0.7478,13,0,0,0,legit
8469,84694,north,115.89,68.77,47.13,0.4066,311.9,0.7966,0.2981,9,0,0,0,legit
5886,58863,west,80.0,45.26,34.74,0.4342,89.1,0.4121,0.9239,23,0,0,0,legit
1808,18083,east,163.59,98.38,65.21,0.3986,0.0,0.7171,0.9126,18,0,0,0,legit
1664,16643,east,123.66,54.55,69.1,0.5588,341.4,0.8063,0.7608,17,0,0,0,legit
2549,25493,north,147.69,50.49,97.21,0.6582,87.4,0.6592,0.9218,19,0,0,0,legit
7908,79083,central,111.35,68.61,42.73,0.3838,25.6,0.9051,0.9824,18,0,0,0,legit
6079,60794,east,134.73,29.29,105.45,0.7826,248.4,0.7836,0.8138,19,0,0,0,legit
1517,15173,central,132.07,27.59,104.48,0.7911,185.1,0.6128,0.4942,19,0,0,0,legit
1511,15114,central,188.43,24.35,164.08,0.8708,8364.7,0.0831,0.0337,12,0,3,1,fraud
5185,51853,north,95.22,49.02,46.19,0.4851,201.0,0.62,0.9477,13,0,0,0,legit
2195,21952,central,185.94,92.81,93.13,0.5008,0.0,0.5585,0.8301,11,0,0,0,legit
9179,91791,east,116.66,62.39,54.27,0.4652,383.0,0.8019,0.836,14,0,0,0,legit
1405,14054,east,186.93,59.38,127.55,0.6824,84.2,0.8278,0.5754,18,0,0,0,legit
9265,92654,west,172.77,76.32,96.45,0.5583,230.8,0.8361,0.7308,21,0,0,0,legit
8387,83873,west,222.43,146.39,76.03,0.3418,105.7,0.5955,0.7612,18,0,0,0,legit
7192,71924,west,155.66,52.66,103.0,0.6617,40.0,0.7125,0.9302,21,0,0,0,legit
5760,57601,central,96.06,26.93,69.12,0.7196,682.3,0.5396,0.8479,13,0,0,0,legit
4394,43941,east,106.18,49.7,56.49,0.532,0.0,0.5649,0.7548,15,0,0,0,legit
5230,52304,west,154.14,70.7,83.45,0.5414,66.5,0.8214,0.8483,19,0,0,0,legit
4295,42951,west,280.0,156.31,123.69,0.4418,237.6,0.4665,0.619,12,0,0,0,legit
1593,15932,north,203.96,142.09,61.87,0.3033,0.0,0.8695,0.8302,10,0,0,0,legit
8897,88973,south,150.37,97.32,53.05,0.3528,0.0,0.9041,0.4959,11,0,0,0,legit
2276,22764,central,171.77,167.39,4.38,0.0255,11989.1,0.1157,0.046,16,0,4,1,fraud
6681,66812,central,280.0,59.04,220.96,0.7891,0.0,0.8932,0.7551,13,0,0,0,legit
6491,64914,north,89.92,26.65,63.27,0.7036,310.1,0.778,0.7929,11,0,0,0,legit
7983,79831,north,131.33,61.27,70.06,0.5335,0.0,0.5146,0.6989,20,0,0,0,legit
6921,69212,south,245.99,160.9,85.09,0.3459,0.0,0.6568,0.6809,21,0,0,0,legit
1391,13914,south,157.4,52.37,105.03,0.6673,0.0,0.8147,0.8813,21,0,0,0,legit
2770,27701,unknown,161.29,22.01,139.27,0.8635,2812.3,0.0487,0.3095,1,0,2,1,fraud
3665,36651,unknown,178.54,161.3,17.24,0.0966,4355.8,0.204,0.0358,4,0,3,1,fraud
5052,50523,south,131.53,87.64,43.89,0.3337,92.3,0.2967,0.8172,17,0,0,0,legit
8530,85304,east,94.46,43.91,50.55,0.5352,329.9,0.7959,0.5113,15,0,0,0,legit
9862,98624,south,224.05,49.1,174.95,0.7808,185.3,0.8965,0.6572,12,0,0,0,legit
7397,73973,east,160.12,104.03,56.1,0.3503,342.1,0.7599,0.4327,20,0,0,0,legit
6914,69142,south,223.62,202.92,20.7,0.0926,15095.9,0.1131,0.1131,5,0,3,1,fraud
2301,23011,north,221.13,122.38,98.75,0.4466,76.2,0.5789,0.5957,11,0,0,0,legit
5180,51803,unknown,123.4,111.63,11.77,0.0954,5449.6,0.2127,0.089,1,0,4,1,fraud
6920,69201,unknown,224.58,26.86,197.72,0.8804,19494.9,0.2369,0.1304,10,0,3,1,fraud
6892,68922,south,188.49,109.7,78.79,0.418,141.0,0.6092,0.8126,19,0,0,0,legit
7328,73284,east,238.41,226.98,11.43,0.0479,2801.4,0.0826,0.0775,2,0,4,1,fraud
8400,84004,north,226.95,222.05,4.9,0.0216,11227.4,0.1931,0.0689,21,0,4,1,fraud
5913,59132,north,98.32,91.41,6.91,0.0703,12813.2,0.0222,0.2366,16,0,2,1,fraud
3770,37702,west,221.36,101.73,119.63,0.5404,0.0,0.4966,0.8037,10,0,0,0,legit
2986,29863,south,237.37,113.47,123.9,0.522,54.8,0.6699,0.7877,12,0,0,0,legit
7716,77164,south,130.75,60.75,70.0,0.5354,0.0,0.7545,0.5199,18,0,0,0,legit
1052,10523,west,254.68,102.76,151.92,0.5965,433.9,0.5796,0.731,18,0,0,0,legit
6263,62631,south,220.11,116.58,103.53,0.4703,266.7,0.9825,0.7259,10,0,0,0,legit
1799,17992,east,119.57,49.86,69.71,0.583,110.1,0.8185,0.8561,17,0,0,0,legit
8025,80251,west,133.83,130.06,3.77,0.0282,10686.3,0.5,0.1958,22,0,2,1,fraud
7223,72233,central,125.23,64.74,60.5,0.4831,364.2,0.5009,0.7998,10,0,0,0,legit
6218,62184,east,164.12,45.75,118.36,0.7212,69.0,0.8381,0.6333,21,0,0,0,legit
2663,26633,north,108.36,50.92,57.43,0.53,0.0,0.7212,0.5225,10,0,0,0,legit
9543,95432,east,168.8,87.81,80.99,0.4798,0.0,0.4449,0.7084,21,0,0,0,legit
6003,60033,central,103.61,27.36,76.26,0.736,67.2,0.7983,0.8879,19,0,0,0,legit
8099,80994,south,199.49,83.58,115.91,0.581,0.0,0.5858,0.6587,14,0,0,0,legit
5728,57281,east,163.62,60.57,103.05,0.6298,280.6,0.7165,0.6649,21,0,0,0,legit
3158,31581,west,173.97,73.14,100.83,0.5796,266.2,0.9103,0.7026,17,0,0,0,legit
9219,92192,north,280.0,117.04,162.96,0.582,0.0,0.8781,0.8195,11,0,0,0,legit
8947,89471,north,181.0,79.17,101.84,0.5626,60.5,0.609,0.7631,14,0,0,0,legit
1435,14352,south,127.43,89.03,38.4,0.3014,335.3,0.66,0.9359,13,0,0,0,legit
4315,43154,west,159.41,33.69,125.72,0.7887,290.7,0.6943,0.797,21,0,0,0,legit
5194,51942,central,170.82,111.37,59.45,0.348,102.1,0.6329,0.8059,12,0,0,0,legit
7112,71122,north,135.84,59.51,76.33,0.5619,233.1,0.6671,0.7785,10,0,0,0,legit
2146,21461,west,266.76,147.83,118.92,0.4458,216.1,0.8435,0.7628,10,0,0,0,legit
3696,36964,north,101.34,62.89,38.44,0.3794,0.0,0.4451,0.5723,19,0,0,0,legit
8847,88474,central,189.79,61.54,128.25,0.6758,0.0,0.8107,0.7412,20,0,0,0,legit
6230,62303,east,238.53,102.39,136.14,0.5707,254.4,0.9554,0.6858,23,0,0,0,legit
4639,46391,south,191.01,72.29,118.72,0.6215,466.6,0.665,0.581,19,0,0,0,legit
7364,73642,west,162.88,41.72,121.16,0.7438,299.4,0.5831,0.8862,11,0,0,0,legit
1661,16613,south,134.32,71.49,62.82,0.4677,134.0,0.672,0.7891,20,0,0,0,legit
4382,43821,central,135.82,68.46,67.36,0.4959,356.4,0.6601,0.7468,13,0,0,0,legit
5177,51772,west,138.97,15.24,123.73,0.8904,3574.4,0.3046,0.1406,1,0,2,1,fraud
4641,46413,south,177.02,73.88,103.13,0.5826,110.7,0.4947,0.5999,9,0,0,0,legit
5117,51173,central,121.99,75.1,46.9,0.3844,143.8,0.7044,0.4961,13,0,0,0,legit
4206,42063,south,163.01,2.85,160.16,0.9825,4586.5,0.3936,0.0155,1,0,3,1,fraud
7367,73671,west,124.81,73.93,50.88,0.4077,258.8,0.461,0.7172,15,0,0,0,legit
2938,29382,north,144.59,92.39,52.19,0.361,0.0,0.7159,0.7724,12,0,0,0,legit
6141,61412,central,120.44,36.32,84.12,0.6984,139.5,0.7212,0.7098,9,0,0,0,legit
7681,76811,central,112.91,38.57,74.35,0.6584,526.2,0.6061,0.7943,20,0,0,0,legit
7956,79564,central,167.4,62.55,104.85,0.6263,161.4,0.5647,0.5292,16,0,0,0,legit
4256,42561,north,158.51,109.13,49.37,0.3115,245.4,0.5977,0.8081,21,0,0,0,legit
3123,31233,east,233.53,226.59,6.94,0.0297,5441.7,0.2618,0.0332,10,0,3,1,fraud
6186,61861,west,252.48,153.83,98.65,0.3907,106.5,0.755,0.8479,19,0,0,0,legit
8762,87622,east,118.64,70.23,48.4,0.408,391.1,0.7585,0.9092,18,0,0,0,legit
4866,48662,west,204.23,186.17,18.06,0.0884,10059.5,0.3058,0.2221,11,0,1,0,fraud
3666,36661,unknown,264.56,15.89,248.68,0.9399,14470.9,0.0926,0.1772,3,0,4,1,fraud
9521,95213,north,191.36,121.91,69.45,0.3629,279.4,0.7325,0.8238,17,0,0,0,legit
8488,84881,south,215.38,102.24,113.14,0.5253,279.6,0.9263,0.8878,9,0,0,0,legit
4180,41802,north,143.2,34.97,108.23,0.7558,44.1,0.7327,0.7998,18,0,0,0,legit
4474,44742,west,134.11,84.04,50.06,0.3733,0.0,0.7909,0.3923,13,0,0,0,legit
2706,27061,south,219.4,102.38,117.02,0.5334,136.2,0.6733,0.663,10,0,0,0,legit
3260,32602,north,280.0,145.56,134.44,0.4801,117.1,0.7837,0.7971,20,0,0,0,legit
6224,62244,north,193.36,63.99,129.38,0.6691,0.0,0.7323,0.6646,14,0,0,0,legit
7815,78153,west,165.46,34.83,130.63,0.7895,172.8,0.4755,0.9164,20,0,0,0,legit
1482,14823,south,278.34,128.35,149.99,0.5389,144.8,0.8866,0.6838,17,0,0,0,legit
7334,73341,south,189.72,108.04,81.68,0.4305,225.3,0.5282,0.6143,19,0,0,0,legit
4882,48821,east,280.0,73.6,206.4,0.7371,167.7,0.8568,0.8036,12,0,0,0,legit
1323,13233,west,280.0,79.44,200.56,0.7163,111.1,0.646,0.6494,12,0,0,0,legit
9437,94373,north,150.01,35.27,114.74,0.7649,0.0,0.818,0.7031,20,0,0,0,legit
3210,32102,north,205.31,120.92,84.39,0.411,118.8,0.5812,0.86,9,0,0,0,legit
5644,56443,west,152.82,139.46,13.35,0.0874,14959.3,0.0792,0.166,2,0,3,1,fraud
3209,32093,central,114.83,47.11,67.72,0.5897,37.0,0.8525,0.8259,18,0,0,0,legit
1283,12831,north,183.87,127.46,56.41,0.3068,0.0,0.4699,0.7962,19,0,0,0,legit
4333,43331,north,198.18,77.17,121.01,0.6106,154.9,0.4035,0.9276,11,0,0,0,legit
5907,59073,east,130.16,39.76,90.4,0.6945,586.3,0.7146,0.5476,21,0,0,0,legit
4521,45211,central,182.95,106.55,76.4,0.4176,257.8,0.7834,0.8133,14,0,0,0,legit
8745,87452,west,184.76,46.0,138.76,0.751,322.9,0.3901,0.9098,23,0,0,0,legit
7057,70572,central,135.58,90.57,45.0,0.3319,263.0,0.8324,0.6926,11,0,0,0,legit
2851,28514,south,178.45,54.17,124.27,0.6964,383.0,0.7914,0.7223,14,0,0,0,legit
2869,28694,east,198.32,90.06,108.26,0.5459,34.4,0.9436,0.5472,16,0,0,0,legit
6469,64691,south,146.65,95.49,51.16,0.3489,200.2,0.5058,0.5321,19,0,0,0,legit
4912,49122,north,166.79,72.03,94.76,0.5681,201.9,0.9384,0.7402,19,0,0,0,legit
7260,72601,west,147.55,78.89,68.66,0.4653,279.9,0.618,0.6164,11,0,0,0,legit
3279,32794,central,268.05,183.85,84.2,0.3141,154.1,0.8753,0.8612,12,0,0,0,legit
7395,73953,north,144.2,50.84,93.36,0.6474,398.1,0.5871,0.9369,11,0,0,0,legit
1289,12892,west,196.97,121.26,75.71,0.3844,347.9,0.6543,0.8783,14,0,0,0,legit
1990,19904,north,174.5,104.32,70.18,0.4022,78.9,0.8769,0.93,13,0,0,0,legit
3863,38633,central,120.25,112.5,7.75,0.0644,2423.5,0.4173,0.0004,15,0,1,0,fraud
9754,97544,north,146.22,101.7,44.52,0.3045,398.3,0.7055,0.9065,22,0,0,0,legit
3227,32271,central,225.13,133.46,91.67,0.4072,123.5,0.5941,0.7318,21,0,0,0,legit
4679,46791,east,124.79,51.11,73.68,0.5904,0.0,0.9093,0.8516,12,0,0,0,legit
8392,83922,east,178.39,68.75,109.64,0.6146,302.5,0.6084,0.8422,11,0,0,0,legit
5960,59601,north,132.66,32.39,100.27,0.7559,228.7,0.5813,0.4648,11,0,0,0,legit
8060,80602,central,173.34,57.77,115.56,0.6667,321.5,0.3199,0.4556,9,0,0,0,legit
8282,82823,north,161.94,55.67,106.27,0.6562,83.4,0.8859,0.8789,22,0,0,0,legit
8848,88484,south,231.42,63.44,167.98,0.7258,47.6,0.3617,0.7387,13,0,0,0,legit
5642,56421,north,132.91,67.2,65.72,0.4944,139.9,0.5078,0.8809,22,0,0,0,legit
3421,34212,central,200.56,106.23,94.33,0.4703,0.0,0.7008,0.9276,21,0,0,0,legit
2997,29973,east,127.98,69.3,58.69,0.4585,470.4,0.5034,0.9298,13,0,0,0,legit
8817,88174,west,110.24,29.52,80.72,0.7322,212.5,0.6745,0.9393,21,0,0,0,legit
6272,62722,unknown,149.56,19.51,130.05,0.8695,14029.6,0.0202,0.0242,3,0,4,1,fraud
3243,32433,central,134.23,87.76,46.47,0.3462,0.0,0.6446,0.9322,13,0,0,0,legit
8971,89714,west,118.7,82.51,36.19,0.3049,251.6,0.8812,0.6026,12,0,0,0,legit
7067,70672,central,114.27,39.53,74.73,0.654,123.7,0.5475,0.7179,18,0,0,0,legit
8169,81691,east,184.3,40.49,143.81,0.7803,300.4,0.89,0.7139,11,0,0,0,legit
6815,68154,west,124.8,78.7,46.1,0.3694,143.2,0.4799,0.94,12,0,0,0,legit
3673,36732,south,134.78,69.11,65.67,0.4872,160.4,0.5227,0.7091,19,0,0,0,legit
7263,72631,central,207.16,71.97,135.19,0.6526,661.9,0.9228,0.5889,10,0,0,0,legit
9761,97613,west,159.67,43.06,116.6,0.7303,0.0,0.5273,0.6856,12,0,0,0,legit
2335,23353,east,258.65,134.38,124.27,0.4804,0.0,0.9375,0.7185,13,0,0,0,legit
9344,93442,central,280.0,122.47,157.53,0.5626,55.6,0.8291,0.7026,10,0,0,0,legit
4671,46711,east,147.48,92.15,55.33,0.3752,327.9,0.4309,0.7475,19,0,0,0,legit
4825,48251,west,213.65,196.5,17.14,0.0802,8922.7,0.3583,0.3254,2,0,2,1,fraud
5628,56282,unknown,112.2,16.8,95.4,0.8503,8422.4,0.3699,0.1364,4,0,3,1,fraud
1372,13722,central,280.0,28.3,251.7,0.8989,18042.2,0.3241,0.1914,5,0,1,0,fraud
2112,21122,south,111.05,105.81,5.24,0.0472,13630.4,0.5,0.1826,13,0,2,1,fraud
6984,69842,south,159.79,103.01,56.78,0.3553,270.3,0.3756,0.7677,8,0,0,0,legit
2412,24121,east,201.54,103.43,98.11,0.4868,433.9,0.8167,0.7352,22,0,0,0,legit
3006,30062,central,137.2,4.27,132.93,0.9689,3633.1,0.5,0.1994,6,0,1,0,fraud
5117,51171,north,121.43,34.66,86.77,0.7146,40.7,0.6657,0.8246,21,0,0,0,legit
8915,89151,south,149.95,45.89,104.05,0.6939,216.0,0.5847,0.6258,11,0,0,0,legit
7727,77274,central,140.43,89.79,50.64,0.3606,0.0,0.6226,0.6588,10,0,0,0,legit
8453,84533,west,228.07,131.76,96.31,0.4223,265.0,0.9509,0.9433,11,0,0,0,legit
7529,75294,south,202.02,118.75,83.26,0.4122,0.0,0.894,0.7808,11,0,0,0,legit
2553,25532,central,280.0,133.79,146.21,0.5222,247.0,0.9374,0.6292,14,0,0,0,legit
7798,77981,south,136.51,130.58,5.93,0.0434,4178.8,0.2438,0.0664,17,0,3,1,fraud
4331,43311,south,138.16,61.72,76.45,0.5533,0.0,0.7782,0.848,9,0,0,0,legit
8124,81244,south,221.07,126.54,94.52,0.4276,191.8,0.704,0.493,18,0,0,0,legit
5229,52293,south,123.19,13.83,109.35,0.8877,4062.5,0.0572,0.0309,12,0,2,1,fraud
7750,77504,south,109.48,32.08,77.4,0.707,0.0,0.928,0.8796,21,0,0,0,legit
1306,13062,south,208.94,96.63,112.3,0.5375,224.4,0.8612,0.8826,13,0,0,0,legit
8635,86351,central,182.52,116.42,66.1,0.3621,235.0,0.8233,0.7026,18,0,0,0,legit
3137,31374,east,139.45,96.18,43.27,0.3103,0.0,0.6701,0.8511,9,0,0,0,legit
9273,92733,south,128.33,32.77,95.56,0.7447,602.2,0.9208,0.469,21,0,0,0,legit
3793,37931,south,132.67,129.8,2.87,0.0216,4675.9,0.0818,0.191,6,0,2,1,fraud
9789,97891,north,203.78,95.33,108.45,0.5322,44.3,0.91,0.8777,10,0,0,0,legit
2464,24642,south,126.73,45.12,81.61,0.644,276.8,0.8665,0.6776,11,0,0,0,legit
8417,84171,east,189.87,89.1,100.77,0.5308,239.9,0.7641,0.5689,16,0,0,0,legit
9365,93652,east,169.78,79.56,90.22,0.5314,266.3,0.8854,0.7973,12,0,0,0,legit
7651,76512,north,169.95,100.98,68.97,0.4058,93.6,0.5612,0.7015,22,0,0,0,legit
7119,71191,west,137.58,73.86,63.72,0.4632,0.0,0.6319,0.9376,18,0,0,0,legit
5614,56144,central,269.81,163.23,106.58,0.395,337.1,0.5638,0.8097,14,0,0,0,legit
